,Year,Stint,TeamID,LgId,W,L,G,GS,CG,SHO,SV,IPO,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BF,GF,R
rupery01,2004,1,NHF,AL,1,4,6,6,0,0,0,89,41,22,5,9,20,0.333,6.67,0,1,1,0,138,0,28
SaitoKa96,2004,1,FDH,AL,10,7,22,19,3,1,0,414,139,96,22,59,120,0.263,6.26,3,6,6,0,612,0,100
saitota01,2004,1,YBS,NL,2,5,16,7,0,0,0,133,64,38,12,13,37,0.335,7.71,0,1,2,1,211,3,41
SajikMa95,2004,1,HAN,NL,2,0,44,0,0,0,2,163,57,21,6,13,52,0.271,3.48,0,2,4,0,230,11,21
SakamYa95,2004,1,YAK,NL,4,2,34,1,0,0,0,147,49,24,5,22,42,0.262,4.41,1,5,2,0,215,11,24
SakumMa95,2004,1,HAN,NL,0,0,3,0,0,0,0,8,2,0,0,1,3,0.2,0,0,0,0,0,11,0,0
SakurYu95,2004,1,NHF,AL,0,0,4,0,0,0,0,22,15,11,3,3,2,0.429,13.5,0,0,1,0,39,1,12
SanadHi95,2004,1,YOM,NL,0,0,2,0,0,0,0,15,6,3,0,1,5,0.286,5.4,0,0,0,0,22,0,3
SantoHi95,2004,1,HAN,NL,5,0,22,6,0,0,0,132,40,24,4,25,43,0.25,4.91,0,4,0,1,189,5,25
sasakka01,2004,1,YBS,NL,1,2,25,0,0,0,19,68,18,8,4,3,18,0.214,3.18,0,0,0,1,89,24,8
SasakKi96,2004,1,NHF,AL,1,0,20,0,0,0,0,57,20,13,2,16,20,0.26,6.16,0,1,0,0,93,6,14
SasaoSh95,2004,1,HIR,NL,3,7,30,11,0,0,3,244,98,35,6,17,61,0.302,3.87,1,0,3,0,351,7,38
SatakKe95,2004,1,HIR,NL,1,1,32,0,0,0,0,76,27,11,4,7,22,0.273,3.91,0,0,1,0,109,6,12
SatoHi80,2004,1,YOM,NL,3,1,26,4,0,0,1,182,64,40,17,20,48,0.269,5.93,0,2,2,0,266,6,44
SatoMa95,2004,1,FDH,AL,2,1,40,0,0,0,0,130,50,18,5,14,19,0.303,3.74,2,1,3,0,188,6,20
SatoMa99,2004,1,YAK,NL,0,0,21,0,0,0,0,67,25,13,5,11,23,0.287,5.24,0,2,2,0,103,5,14
SatoMi97,2004,1,CHU,NL,0,0,2,0,0,0,0,12,2,2,2,0,6,0.143,4.5,0,0,0,0,14,1,2
SatoTo97,2004,1,SEI,AL,0,0,7,0,0,0,0,24,13,10,1,4,7,0.361,11.25,0,1,1,0,41,2,10
SawazTo95,2004,1,HIR,NL,2,2,38,0,0,0,0,129,52,32,11,15,28,0.304,6.7,0,0,1,0,191,12,33
SekigIo95,2004,1,KIN,AL,0,0,7,0,0,0,0,16,8,7,0,6,6,0.381,11.81,0,3,1,0,29,1,7
serafda01,2004,1,LOT,AL,5,4,31,10,0,0,0,242,80,37,11,35,66,0.258,4.13,2,2,4,1,357,5,48
ShibaHi98,2004,1,NHF,AL,2,2,50,0,0,0,0,159,59,32,8,12,40,0.284,5.43,0,1,4,0,231,13,34
ShibaKa95,2004,1,SEI,AL,2,1,12,0,0,0,0,53,21,16,3,5,6,0.292,8.15,1,1,2,0,80,4,16
ShibaKa96,2004,1,FDH,AL,0,0,9,0,0,0,0,16,9,5,0,1,3,0.391,8.44,0,1,0,0,26,0,5
ShimiAk96,2004,1,NHF,AL,1,0,42,0,0,0,0,102,44,26,4,16,27,0.326,6.88,2,1,2,0,159,8,26
ShimiNa95,2004,1,LOT,AL,10,11,23,18,5,2,0,508,160,64,21,42,126,0.252,3.4,2,2,4,0,699,0,73
ShimoTs97,2004,1,HAN,NL,7,5,22,21,0,0,0,348,143,66,13,28,76,0.308,5.12,0,1,10,0,513,0,68
ShiozTe95,2004,1,SEI,AL,1,0,13,1,0,0,0,37,20,9,2,5,14,0.377,6.57,1,1,0,0,60,2,10
ShodaIt95,2004,1,NHF,AL,8,5,17,17,0,0,0,259,102,48,10,57,51,0.297,5,0,4,2,0,411,0,64
sikorbr01,2004,1,YOM,NL,5,3,62,0,0,0,5,233,76,23,9,22,83,0.259,2.67,2,1,9,0,330,23,25
SugimYu95,2004,1,YAK,NL,1,0,43,0,0,0,0,139,57,27,12,9,44,0.3,5.24,0,3,0,0,201,6,32
SugiuTo95,2004,1,FDH,AL,2,3,10,9,0,0,0,137,56,35,8,27,51,0.308,6.9,1,2,2,0,216,0,36
SugiyNa95,2004,1,HAN,NL,2,2,13,9,0,0,0,161,52,30,10,26,57,0.249,5.03,0,7,2,0,241,2,33
SunagHi95,2004,1,NHF,AL,0,2,5,2,0,0,0,38,21,13,3,10,8,0.375,9.24,1,1,0,0,68,0,13
suzukma01,2004,1,ORX,AL,1,6,24,5,0,0,0,145,70,46,10,26,45,0.348,8.57,3,6,5,0,242,6,47
TakagKo96,2004,1,LOT,AL,2,3,27,7,0,0,0,176,74,38,6,24,29,0.33,5.83,4,1,0,0,259,1,38
TakagYa95,2004,1,KIN,AL,2,7,19,10,0,0,0,194,54,35,7,38,42,0.227,4.87,1,2,3,0,283,1,35
TakahAk95,2004,1,CHU,NL,0,1,24,0,0,0,0,66,17,7,2,12,21,0.215,2.86,2,0,0,0,91,3,7
TakahHi98,2004,1,YOM,NL,5,10,16,13,3,1,0,273,107,55,18,26,61,0.293,5.44,0,3,3,0,402,0,59
TakahKe95,2004,1,HIR,NL,3,10,18,17,0,0,0,288,122,59,24,24,66,0.308,5.53,0,0,2,1,428,0,66
TakahNo96,2004,1,NHF,AL,0,0,10,0,0,0,0,26,8,3,1,2,11,0.25,3.12,0,1,0,0,35,2,3
TakaiYu95,2004,1,YAK,NL,4,2,9,8,0,0,0,147,48,24,7,29,54,0.254,4.41,1,8,3,0,223,0,26
TakamHi95,2004,1,KIN,AL,2,2,13,10,1,0,0,182,69,32,11,28,35,0.295,4.75,0,3,3,0,270,1,32
TakedHi95,2004,1,NHF,AL,0,0,7,0,0,0,0,22,7,5,0,11,3,0.25,6.14,1,0,0,0,39,1,6
TakeoKa95,2004,1,FDH,AL,2,0,13,1,0,0,0,84,31,19,1,18,10,0.282,6.11,1,3,3,0,132,5,21
TamakSh95,2004,1,HIR,NL,0,2,37,0,0,0,0,127,30,17,7,11,33,0.197,3.61,1,1,1,0,168,8,17
TamayKe95,2004,1,HIR,NL,1,0,6,2,0,0,0,54,17,10,6,9,12,0.246,5,0,3,0,0,78,2,10
TanakSo95,2004,1,FDH,AL,0,0,2,0,0,0,0,7,2,0,0,1,2,0.222,0,0,1,0,0,10,2,0
TanakTa80,2004,1,LOT,AL,1,0,6,0,0,0,0,19,5,2,0,2,2,0.227,2.84,0,0,0,0,24,3,2
TanakTa80,2004,2,YAK,NL,1,0,38,0,0,0,0,83,34,17,5,3,16,0.304,5.53,1,0,1,0,119,8,20
TanigKu95,2004,1,YBS,NL,0,0,1,0,0,0,0,3,1,0,0,1,0,0.167,0,0,0,0,0,7,1,1
TaninSh95,2004,1,ORX,AL,1,4,24,5,0,0,0,165,87,44,7,34,24,0.372,7.2,1,1,7,1,290,5,55
TateiNa95,2004,1,NHF,AL,4,3,28,8,0,0,0,228,84,30,12,21,57,0.282,3.55,0,1,2,3,332,2,34
TateyYo95,2004,1,NHF,AL,1,3,41,0,0,0,0,139,39,12,4,7,39,0.22,2.33,1,1,2,0,190,10,17
TazakMa95,2004,2,SEI,AL,1,2,10,0,0,0,0,37,13,6,3,7,13,0.265,4.38,0,1,0,0,57,3,6
TazakMa95,2004,1,YBS,NL,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,4,1,0
TerahHa96,2004,1,FDH,AL,0,0,6,1,0,0,0,25,13,7,4,5,7,0.371,7.56,0,0,0,0,41,3,7
TobeHi95,2004,1,LOT,AL,0,1,12,0,0,0,0,26,13,3,1,5,5,0.371,3.12,1,1,0,0,42,2,3
TokanHi95,2004,1,ORX,AL,4,0,40,0,0,0,0,145,43,14,6,27,29,0.249,2.61,5,2,1,0,207,10,16
TokumSa95,2004,1,ORX,AL,1,2,12,2,0,0,1,86,37,16,4,8,25,0.306,5.02,0,2,4,0,134,2,17
TomioHi96,2004,1,YBS,NL,1,0,4,0,0,0,0,13,3,0,0,2,2,0.2,0,0,1,1,0,18,0,0
TomorYu95,2004,1,YBS,NL,0,1,21,0,0,0,0,76,30,13,7,4,24,0.286,4.62,0,0,1,0,112,5,15
ToriyKe95,2004,1,SEI,AL,0,0,3,0,0,0,0,15,3,1,0,3,6,0.167,1.8,0,0,0,0,21,2,1
ToyodKi95,2004,1,SEI,AL,5,1,34,0,0,0,11,110,26,4,1,5,39,0.197,0.98,2,1,0,0,142,27,5
TsuruYa96,2004,1,HIR,NL,0,0,2,0,0,0,0,11,5,3,1,1,2,0.357,7.36,0,0,0,0,15,1,3
TsutsKa95,2004,1,HAN,NL,1,0,1,1,0,0,0,16,7,1,0,2,6,0.318,1.69,0,1,0,0,24,0,1
UchiTa95,2004,1,LOT,AL,0,1,4,4,0,0,0,48,21,19,4,12,15,0.309,10.69,0,2,1,0,81,0,19
UchizNa95,2004,1,SEI,AL,0,0,1,0,0,0,0,2,3,2,0,2,0,0.6,27,0,0,0,0,7,0,2
UeharKo95,2004,1,YOM,NL,13,5,22,20,2,0,0,489,135,47,24,23,153,0.225,2.6,0,1,5,0,637,0,54
UshidSh95,2004,1,YBS,NL,0,0,2,0,0,0,0,4,2,1,0,3,2,0.333,6.75,0,0,1,0,10,1,1
UtsumTe95,2004,1,YOM,NL,0,0,3,2,0,0,0,42,14,8,1,4,13,0.259,5.14,0,0,0,0,60,1,8
valdema01,2004,1,CHU,NL,1,1,30,0,0,0,1,77,28,10,2,8,17,0.28,3.51,1,0,4,0,114,8,12
VargaMa95,2004,1,CHU,NL,2,3,6,6,0,0,0,93,29,14,1,10,28,0.257,4.06,1,1,4,0,130,0,14
voylebr01,2004,1,FDH,AL,0,1,3,1,0,0,0,10,12,9,0,7,2,0.545,24.3,0,2,0,0,29,1,10
WadaTs95,2004,1,FDH,AL,10,6,19,11,7,0,0,385,110,62,23,38,115,0.228,4.35,0,2,3,0,534,1,67
WakatKe95,2004,1,YBS,NL,1,0,13,1,0,0,0,57,22,8,2,8,4,0.293,3.79,0,2,0,0,84,9,9
walkepe01,2004,1,YBS,NL,2,4,10,10,0,0,0,139,63,35,18,19,23,0.33,6.8,0,2,1,0,214,0,38
WatanSh98,2004,1,LOT,AL,12,6,23,19,4,0,0,451,145,60,12,42,101,0.256,3.59,1,0,12,0,637,0,66
watsoma01,2004,1,HIR,NL,0,2,19,0,0,0,0,65,18,9,5,8,20,0.22,3.74,0,2,0,1,93,5,11
willije01,2004,1,HAN,NL,2,4,51,0,0,0,14,140,40,17,4,19,56,0.233,3.28,0,0,4,0,199,28,20
yabuke01,2004,1,HAN,NL,6,9,19,18,1,1,0,349,108,39,8,36,75,0.252,3.02,0,5,6,0,480,0,44
yabutya01,2004,1,LOT,AL,3,4,66,1,0,0,2,232,62,24,4,34,71,0.218,2.79,4,2,3,1,328,24,26
YamabFu95,2004,1,YAK,NL,0,1,25,0,0,0,0,69,36,25,6,14,22,0.35,9.78,1,1,4,0,123,5,26
YamadAk95,2004,1,FDH,AL,6,2,35,1,0,0,1,173,53,25,7,24,53,0.247,3.9,1,0,1,0,244,9,25
YamadHi97,2004,1,YBS,NL,1,2,30,0,0,0,0,114,36,13,5,14,41,0.252,3.08,0,3,0,0,162,12,18
YamagKa95,2004,1,ORX,AL,3,3,40,0,0,0,17,128,28,18,5,29,43,0.185,3.8,2,2,2,0,186,34,18
YamaiDa95,2004,1,CHU,NL,2,1,8,3,1,1,0,81,29,10,4,16,31,0.287,3.33,0,1,0,0,117,1,10
YamakSh96,2004,1,CHU,NL,0,0,7,0,0,0,0,16,9,5,0,1,1,0.391,8.44,0,0,0,0,25,1,5
YamamHi92,2004,1,KIN,AL,0,1,12,2,0,0,0,81,39,21,7,13,12,0.348,7,1,1,1,0,129,0,21
YamamMa97,2004,1,CHU,NL,13,6,27,23,1,1,0,471,153,55,16,43,120,0.258,3.15,3,2,2,0,653,0,56
YamamSh98,2004,1,KIN,AL,3,1,14,4,0,0,0,107,39,11,5,13,27,0.273,2.78,0,0,1,1,157,2,11
YamamTa99,2004,1,YAK,NL,2,2,28,0,0,0,0,75,35,20,8,6,20,0.321,7.2,1,2,0,0,116,7,21
YamasKe95,2004,1,LOT,AL,0,3,39,0,0,0,0,124,44,14,4,11,28,0.27,3.05,2,0,1,0,180,5,17
YamazSa95,2004,1,SEI,AL,3,1,14,5,0,0,0,116,49,24,3,23,35,0.299,5.59,0,2,2,0,191,0,28
YanoEi95,2004,1,KIN,AL,1,0,16,0,0,0,0,40,22,18,2,9,11,0.373,12.15,0,1,0,0,69,7,21
YokoyRy95,2004,1,HIR,NL,0,1,3,1,0,0,0,25,8,3,3,2,9,0.242,3.24,0,0,0,0,36,0,5
YokoyYu95,2004,1,NHF,AL,4,5,58,0,0,0,28,183,48,23,5,20,54,0.218,3.39,4,2,0,0,248,48,27
YoshiKa98,2004,1,KIN,AL,4,4,50,0,0,0,0,153,56,16,2,14,26,0.293,2.82,2,0,1,0,212,10,16
yoshima01,2004,1,ORX,AL,0,1,3,1,0,0,0,11,9,7,2,4,2,0.45,17.18,1,0,0,0,25,0,9
YoshiMa90,2004,1,NHF,AL,0,2,4,4,0,0,0,48,24,14,1,11,9,0.358,7.88,0,0,3,0,82,0,15
YoshiMa93,2004,1,HAN,NL,0,0,23,0,0,0,0,29,30,18,4,5,5,0.526,16.76,0,0,3,0,67,4,20
YoshiMa98,2004,1,YAK,NL,0,0,10,0,0,0,0,34,17,9,2,6,8,0.34,7.15,0,0,1,1,57,5,10
YoshiSh97,2004,1,FDH,AL,0,0,13,0,0,0,2,44,13,3,2,2,10,0.236,1.84,0,0,1,1,58,5,3
YoshiTe95,2004,1,YBS,NL,1,2,24,3,0,0,0,136,63,27,5,16,24,0.337,5.36,2,3,2,0,213,10,30
YoshiTo95,2004,1,KIN,AL,3,6,56,0,0,0,4,143,47,22,8,14,43,0.264,4.15,2,0,2,0,200,21,24
YoshiYu95,2004,1,YBS,NL,7,5,22,18,1,1,0,318,114,62,21,35,70,0.277,5.26,0,7,6,0,464,0,65
AbeKe97,2005,1,ORX,AL,0,0,3,0,0,0,0,15,6,4,2,1,7,0.3,7.2,0,0,1,0,22,3,4
AikiTa95,2005,1,ORX,AL,0,1,12,1,0,0,0,75,33,12,0,5,11,0.327,4.32,0,1,1,0,111,6,15
AikyoHi95,2005,1,RAK,AL,0,0,16,0,0,0,0,48,27,14,2,6,10,0.37,7.88,1,0,2,0,81,3,14
AmanoKo95,2005,1,HIR,NL,0,0,14,0,0,0,0,46,26,17,7,9,9,0.394,9.98,2,2,2,0,82,6,22
AndoYu96,2005,1,HAN,NL,11,5,24,20,3,0,0,438,142,55,15,25,119,0.256,3.39,0,2,7,0,592,1,56
AokiHa95,2005,1,SEI,AL,0,0,6,0,0,0,0,20,16,8,1,1,3,0.5,10.8,0,0,1,0,35,2,8
ArakaNa95,2005,1,FSH,AL,10,6,22,18,3,2,0,410,146,70,13,54,130,0.279,4.61,1,7,9,1,600,0,73
ArimeKa95,2005,1,RAK,AL,3,10,37,8,4,1,0,375,130,72,15,42,88,0.273,5.18,4,3,5,0,540,1,79
AsaiHi95,2005,1,RAK,AL,2,5,15,9,1,0,0,180,71,40,10,28,43,0.298,6,0,5,3,0,277,2,45
AsakuKe95,2005,1,CHU,NL,5,7,16,14,2,0,0,295,123,43,4,40,65,0.316,3.94,1,4,2,0,439,0,49
AzumaKa95,2005,1,SEI,AL,0,0,3,2,0,0,0,30,15,7,3,5,5,0.357,6.3,0,0,0,0,49,0,7
balejo01,2005,1,HIR,NL,2,1,51,0,0,0,24,161,44,19,9,16,72,0.221,3.19,0,1,5,0,227,46,24
beirnke01,2005,1,ORX,AL,4,13,22,20,0,0,0,328,117,57,10,47,70,0.277,4.69,0,6,5,1,485,1,63
BowerCe95,2005,1,YBS,NL,7,5,18,15,2,0,0,338,104,48,14,66,96,0.251,3.83,1,4,4,0,492,0,57
BrownJa80,2005,1,HAN,NL,4,1,11,7,0,0,0,99,44,19,6,11,24,0.328,5.18,1,0,5,0,155,2,19
ChenWe80,2005,1,CHU,NL,0,0,10,1,0,0,1,58,29,13,3,6,20,0.345,6.05,0,2,0,0,92,2,17
CubilDa80,2005,1,HAN,NL,0,1,4,1,0,0,0,32,11,7,4,3,12,0.262,5.91,0,0,0,0,45,2,7
DarviYu80,2005,1,NHF,AL,5,5,14,12,2,1,0,283,97,37,7,48,52,0.277,3.53,1,2,3,0,410,0,37
DateMa95,2005,1,YOM,NL,0,0,7,0,0,0,0,22,15,8,1,1,5,0.429,9.82,0,0,0,0,37,2,8
daveyto01,2005,1,HIR,NL,6,6,18,16,2,0,0,344,109,38,10,42,76,0.255,2.98,1,1,8,0,488,0,50
DoiRy95,2005,1,YBS,NL,1,4,13,7,0,0,0,144,63,24,3,17,26,0.33,4.5,0,1,1,0,217,6,26
DoiYo96,2005,1,YBS,NL,10,11,26,21,4,1,0,494,160,70,30,30,106,0.256,3.83,1,4,7,0,675,0,80
EgusaHi95,2005,1,HAN,NL,4,3,51,0,0,0,0,212,65,21,4,28,74,0.242,2.67,3,7,2,0,306,16,24
EjiriSh95,2005,1,NHF,AL,6,4,17,15,1,1,0,252,109,54,9,31,49,0.322,5.79,2,5,5,0,383,0,59
EndoMa95,2005,1,CHU,NL,2,1,13,0,0,0,0,44,12,12,1,7,15,0.245,7.36,1,2,1,0,63,4,12
FelicJu95,2005,1,HIR,NL,0,2,5,2,0,0,0,35,17,9,1,9,11,0.347,6.94,0,2,0,0,60,0,12
FelicPe01,2005,1,FSH,AL,3,2,37,0,0,0,0,111,30,16,5,13,36,0.219,3.89,2,0,6,0,157,6,17
FujiiSh95,2005,1,YAK,NL,10,12,28,27,0,0,0,528,156,67,24,64,143,0.237,3.43,2,5,2,0,740,0,70
FujikKy95,2005,1,HAN,NL,7,1,80,0,0,0,1,277,57,14,5,20,139,0.175,1.36,1,5,1,0,349,7,20
FujisHi95,2005,1,RAK,AL,0,3,5,4,0,0,0,49,25,15,3,6,8,0.368,8.27,1,2,0,0,77,0,16
FujitKa80,2005,1,LOT,AL,1,4,45,0,0,0,0,116,27,11,2,13,31,0.203,2.56,2,1,1,0,154,8,12
FujitTa96,2005,1,HAN,NL,1,1,4,2,0,0,0,36,16,8,4,3,4,0.314,6,0,0,0,0,54,2,9
FukuhSh95,2005,1,HAN,NL,8,14,28,23,3,2,0,515,172,67,20,45,124,0.262,3.51,0,3,6,1,721,0,74
fukumka01,2005,1,RAK,AL,4,3,49,0,0,0,11,189,75,25,5,24,36,0.305,3.57,7,4,2,0,286,32,26
gonzadi01,2005,1,YAK,NL,4,6,27,10,0,0,0,245,101,46,11,14,44,0.306,5.07,0,5,6,1,355,4,49
GotoMi96,2005,1,YOM,NL,0,2,5,3,0,0,0,45,22,16,0,6,9,0.355,9.6,0,2,4,0,72,1,16
GuttoRi80,2005,1,YAK,NL,8,5,16,16,0,0,0,291,102,45,9,30,62,0.271,4.18,3,0,3,1,418,0,46
guzmado01,2005,1,CHU,NL,1,2,3,3,0,0,0,39,12,7,2,9,16,0.24,4.85,0,1,1,1,60,0,7
HagiwJu95,2005,1,ORX,AL,3,2,49,5,0,0,1,243,66,35,13,34,73,0.226,3.89,0,3,3,0,334,12,41
HanadMa95,2005,1,YAK,NL,0,1,40,0,0,0,0,149,45,21,7,9,30,0.25,3.81,0,0,2,0,197,17,21
HasegMa95,2005,1,HIR,NL,2,10,23,12,0,0,0,258,98,62,16,49,73,0.287,6.49,3,9,2,0,403,4,67
HashiKe80,2005,1,HAN,NL,2,2,51,0,0,0,1,200,47,17,5,27,67,0.197,2.3,0,8,1,0,273,14,21
HashiYo80,2005,1,NHF,AL,0,2,20,0,0,0,0,63,21,9,3,10,14,0.259,3.86,0,2,1,0,94,7,12
HataYu95,2005,1,YBS,NL,1,1,14,4,0,0,0,85,33,16,7,11,9,0.297,5.08,1,1,0,0,125,4,16
HayasMa97,2005,1,HIR,NL,0,0,5,0,0,0,0,11,7,3,0,1,2,0.467,7.36,0,0,0,0,17,2,3
HayasMa98,2005,1,YOM,NL,2,2,54,0,0,0,18,201,45,12,6,35,67,0.191,1.61,5,6,2,1,280,28,13
HiraiMa95,2005,1,CHU,NL,4,4,55,0,0,0,1,162,51,23,6,16,46,0.25,3.83,4,2,3,0,231,17,24
HiroiKo95,2005,1,HIR,NL,0,1,41,0,0,0,0,124,69,37,9,26,33,0.367,8.06,0,3,2,0,223,3,52
HisamYu95,2005,1,CHU,NL,1,0,18,0,0,0,0,66,28,15,3,14,18,0.322,6.14,0,1,1,0,104,9,15
HoashKa95,2005,1,SEI,AL,13,8,26,23,3,2,0,476,179,71,13,31,121,0.285,4.03,1,4,8,0,677,0,81
hodgeke01,2005,1,RAK,AL,2,12,18,18,0,0,0,285,116,68,12,51,42,0.31,6.44,1,3,9,1,446,0,73
HoltzMi01,2005,1,YBS,NL,0,1,44,0,0,0,0,74,26,12,4,10,22,0.268,4.38,2,1,3,1,111,7,16
HonmaTa80,2005,1,YAK,NL,0,0,11,0,0,0,0,56,10,4,2,3,17,0.154,1.93,0,0,0,0,69,4,6
HoshiJu95,2005,1,FSH,AL,8,5,19,16,2,2,0,289,101,46,11,16,64,0.273,4.3,0,0,4,0,402,0,46
HoshiTo95,2005,1,SEI,AL,1,2,56,0,0,0,1,113,35,13,4,22,40,0.236,3.11,2,1,5,0,176,9,16
HsuMi95,2005,1,SEI,AL,0,0,4,0,0,0,0,17,9,4,2,4,4,0.391,6.35,0,0,0,0,27,1,4
IbaTo95,2005,1,NHF,AL,1,1,22,0,0,0,0,62,22,11,0,15,15,0.282,4.79,0,4,0,0,94,7,12
IchibYa80,2005,1,RAK,AL,2,9,23,10,2,0,1,306,119,63,15,53,72,0.295,5.56,0,8,4,0,473,9,67
IgaraRy95,2005,1,YAK,NL,3,2,49,0,0,0,4,170,52,22,6,27,60,0.248,3.49,2,6,1,0,246,18,24
igawake01,2005,1,HAN,NL,13,9,27,25,2,1,0,517,199,74,23,60,145,0.294,3.86,0,4,1,0,749,0,91
IIdaRy80,2005,1,YBS,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.333,0,0,0,0,0,3,1,0
IrikiYu95,2005,1,NHF,AL,6,7,28,18,2,1,0,452,147,56,16,65,122,0.257,3.35,2,3,8,0,658,1,70
IshidKa95,2005,1,YAK,NL,1,2,5,5,0,0,0,64,26,16,6,8,13,0.313,6.75,0,0,0,0,95,0,16
IshiiHi97,2005,1,YAK,NL,4,3,61,0,0,0,37,221,51,16,6,15,91,0.194,1.95,2,0,2,0,286,49,16
IshiiTa95,2005,1,SEI,AL,2,4,7,6,0,0,0,84,42,25,4,11,8,0.353,8.04,0,0,1,1,134,0,27
IshiiYu80,2005,1,CHU,NL,3,1,24,2,0,0,0,97,49,21,3,18,27,0.348,5.85,1,2,1,0,163,1,22
IshikMa96,2005,1,YAK,NL,10,8,26,25,0,0,0,449,180,81,18,24,105,0.301,4.87,1,7,4,0,637,0,82
IshikTa80,2005,1,CHU,NL,0,0,2,0,0,0,0,4,3,2,1,0,1,0.429,13.5,0,0,0,0,7,0,2
IwakuHi95,2005,1,RAK,AL,9,15,27,18,9,0,0,547,218,101,19,40,124,0.301,4.99,3,7,6,0,796,0,113
IwamoTs95,2005,1,NHF,AL,2,2,10,2,0,0,0,68,26,15,7,3,16,0.289,5.96,0,1,1,0,95,4,15
IwaseHi95,2005,1,CHU,NL,1,2,60,0,0,0,46,172,51,12,0,8,52,0.236,1.88,2,1,2,0,229,55,12
IwashSh95,2005,1,ORX,AL,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NULL,0,0,0,0,1,0,0
JobeTs95,2005,1,YOM,NL,0,1,4,0,0,0,0,16,7,4,2,0,1,0.333,6.75,0,1,1,0,24,1,4
KadokKe95,2005,1,YBS,NL,11,8,29,23,4,1,0,593,175,74,19,76,177,0.238,3.37,1,6,6,0,832,0,80
KamakKe95,2005,1,NHF,AL,7,5,19,16,0,0,0,276,107,38,15,22,40,0.294,3.72,1,1,2,0,398,1,45
KamiuYa95,2005,1,FSH,AL,3,1,46,0,0,0,0,149,46,18,3,25,48,0.238,3.26,0,3,7,1,226,6,19
KamosTa95,2005,1,YOM,NL,0,0,5,0,0,0,0,21,10,4,0,1,6,0.323,5.14,0,0,0,0,32,1,4
KandaYo96,2005,1,LOT,AL,0,0,6,0,0,0,0,19,7,4,2,3,2,0.292,5.68,0,0,0,0,27,3,4
KanedMa95,2005,1,RAK,AL,3,6,25,10,1,0,0,265,114,59,9,23,48,0.32,6.01,2,1,7,0,400,2,59
KanemSa95,2005,1,NHF,AL,13,10,25,21,4,0,0,522,186,70,21,54,96,0.281,3.62,3,3,2,1,730,0,73
KatoDa95,2005,1,ORX,AL,6,3,60,0,0,0,2,245,67,25,8,16,83,0.226,2.76,1,5,3,0,324,10,29
KatoKo96,2005,1,LOT,AL,2,3,9,6,0,0,0,122,31,17,5,16,30,0.214,3.76,1,1,1,0,166,2,17
KatoTa92,2005,1,ORX,AL,1,1,36,0,0,0,0,117,24,10,4,14,26,0.178,2.31,1,2,4,0,157,7,11
KatoTa98,2005,1,YBS,NL,4,6,46,4,0,0,0,271,89,33,13,17,85,0.259,3.29,0,1,5,0,372,13,34
KatsuRy95,2005,1,ORX,AL,3,1,47,0,0,0,0,149,39,13,4,10,25,0.223,2.36,2,0,3,0,197,10,16
KawabRy95,2005,1,YAK,NL,2,5,34,1,0,0,0,133,49,17,4,11,36,0.287,3.45,1,0,1,0,191,6,20
KawagHi95,2005,1,ORX,AL,6,8,24,19,3,1,0,398,142,54,17,25,89,0.274,3.66,0,3,4,0,557,0,64
KawagTs95,2005,1,CHU,NL,1,1,23,0,0,0,0,86,26,11,5,7,26,0.243,3.45,0,2,3,0,118,6,11
KawahJu95,2005,1,SEI,AL,2,11,20,19,0,0,0,291,106,58,15,34,54,0.277,5.38,1,4,5,0,428,0,66
KawaiMa96,2005,1,CHU,NL,0,1,4,2,0,0,0,33,11,5,2,3,8,0.25,4.09,0,0,0,0,47,1,7
KawaiTa95,2005,1,LOT,AL,0,0,11,0,0,0,0,40,23,12,3,4,3,0.39,8.1,0,0,1,0,65,3,12
KawajTe95,2005,1,RAK,AL,0,1,2,2,0,0,0,25,16,8,2,1,2,0.432,8.64,0,0,1,0,41,0,8
KawakKe95,2005,1,CHU,NL,11,8,25,22,3,2,0,541,186,75,20,28,138,0.268,3.74,4,1,4,0,738,0,75
KawamTa95,2005,1,YBS,NL,6,6,56,0,0,0,0,210,62,18,6,17,63,0.243,2.31,3,0,0,0,285,8,21
KawamYa95,2005,1,RAK,AL,0,0,13,0,0,0,0,26,14,7,2,6,9,0.378,7.27,1,1,0,0,44,0,7
KawasRy95,2005,1,YAK,NL,9,10,20,19,1,1,0,385,120,40,13,35,78,0.254,2.81,0,4,2,0,516,0,41
KikucKa80,2005,1,NHF,AL,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0
KikucTs95,2005,1,ORX,AL,3,1,71,0,0,0,1,176,43,9,3,18,59,0.207,1.38,3,4,3,0,231,6,12
KisanHi95,2005,1,YOM,NL,0,1,14,0,0,0,5,41,13,6,1,3,17,0.245,3.95,0,0,0,0,56,13,6
KishiHi80,2005,1,YBS,NL,0,0,15,1,0,0,0,58,17,10,2,13,11,0.246,4.66,0,0,1,0,84,6,10
KitoMa95,2005,1,RAK,AL,0,5,8,8,0,0,0,108,49,25,9,10,20,0.329,6.25,0,1,2,0,168,0,28
