barnela01,2004,1,KIN,AL,34,107,18,27,3,1,4,19,1,0,9,32,2,1,0,0,2,0
barryje01,2000,1,LOT,AL,48,126,20,33,4,2,3,15,4,0,23,28,0,0,0,0,4,0
BassAd80,2007,1,RAK,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bassra01,1983,1,HAN,NL,614,2208,387,743,100,4,202,486,5,1,299,337,41,23,0,20,57,0
batchri01,1999,1,YAK,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bathebi01,1991,1,NHF,AL,156,522,38,123,21,2,16,52,2,1,49,99,2,4,0,4,14,0
batisra01,1975,1,LOT,AL,48,137,12,28,9,0,3,13,1,0,5,26,0,3,1,1,2,0
BatisTo01,2005,1,FSH,AL,135,559,78,147,29,1,27,90,3,2,23,115,0,4,0,5,14,0
battlho01,2000,1,HAN,NL,13,44,4,10,2,0,1,1,0,0,3,14,0,1,3,0,1,0
baumeji01,1963,1,NIS,AL,690,2526,294,635,103,9,82,267,20,15,184,397,4,22,26,11,67,0
beanbi01,1992,1,KIN,AL,7,24,2,5,2,0,0,2,0,0,1,5,0,0,0,1,0,0
beenean01,1985,1,YAK,NL,9,6,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
beirnke01,2003,1,KIN,AL,107,5,2,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0
beltrri01,2002,1,HIR,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
